"p","U:0","U:1","U:2","CH2","CH2NHNH2","CH2NNH2","CH2O","CH3","CH3NHNH","CH3NHNH2","CH3NHNH2L","CH3NN","CH3NNH","CH3NNH2","CH3O","CH3ONO2","CH4","CN","CO","CO2","H","H2","H2O","HCN","HCO","HNC","HNCO","HNO","HNO3","HO2","HONO","N","N2","N2H2","N2O","NCO","NH","NH2","NH3","NNH","NO","NO2","O","OH","PaSR::kappa","T","Yp_CH2","Yp_CH2NHNH2","Yp_CH2NNH2","Yp_CH2O","Yp_CH3","Yp_CH3NHNH","Yp_CH3NHNH2","Yp_CH3NHNH2L","Yp_CH3NN","Yp_CH3NNH","Yp_CH3NNH2","Yp_CH3O","Yp_CH3ONO2","Yp_CH4","Yp_CN","Yp_CO","Yp_CO2","Yp_H","Yp_H2","Yp_H2O","Yp_HCN","Yp_HCO","Yp_HNC","Yp_HNCO","Yp_HNO","Yp_HNO3","Yp_HO2","Yp_HONO","Yp_N","Yp_N2","Yp_N2H2","Yp_N2O","Yp_NCO","Yp_NH","Yp_NH2","Yp_NH3","Yp_NNH","Yp_NO","Yp_NO2","Yp_O","Yp_OH","Ypsum_Liquid","Ypsum_Vapor","Ysum","alphaLiquid","alphaSgs","alphaVapor","alphaVaporSmooth","cellLevel","cellMask_Liquid","cellMask_Vapor","coeffC_MMHEvap","coeffV_MMHEvap","dQ","diffErr_Liquid","diffErr_Vapor","divComp","divPhaseChange","evap_mask","kappaI","mask_LiquidReaction","mask_MMHEvap","muAll","muSgs","omega_LiquidReaction","omega_MMHEvap","overlap","p_rgh","p_vap_MMHEvap","phaseArea","refinementField","rho","rhoAlpha_Liquid","rhoAlpha_Vapor","sigma","xL_MMHEvap","x_MMHEvap","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.0001e+05,0,0.4929,5.2648,1.6886e-08,8.3239e-05,1.6847e-06,2.2267e-05,3.653e-06,3.9764e-05,0.012912,0,4.6595e-06,0.00039288,4.5254e-05,4.4863e-09,4.35e-18,9.3226e-05,1.2041e-14,2.1371e-05,8.3519e-06,2.5723e-08,3.1355e-06,0.00030297,1.7859e-09,1.9316e-09,4.1207e-12,1.7205e-08,9.7862e-08,6.578e-14,2.2481e-06,6.6477e-08,1.4557e-08,0.0032864,8.0614e-05,0.97323,3.7488e-11,1.8038e-07,8.4284e-08,1.2265e-06,3.3424e-11,8.8964e-06,3.2534e-08,2.1406e-08,9.489e-08,0.99919,1190.1,1.6886e-08,8.3239e-05,1.6847e-06,2.2267e-05,3.653e-06,3.9764e-05,0.012912,0,4.6595e-06,0.00039288,4.5254e-05,4.4863e-09,4.35e-18,9.3226e-05,1.2041e-14,2.1371e-05,8.3519e-06,2.5723e-08,3.1355e-06,0.00030297,1.7859e-09,1.9316e-09,4.1207e-12,1.7205e-08,9.7862e-08,6.578e-14,2.2481e-06,6.6477e-08,1.4557e-08,0.0032864,8.0614e-05,0.97323,3.7488e-11,1.8038e-07,8.4284e-08,1.2265e-06,3.3424e-11,8.8964e-06,3.2534e-08,2.1406e-08,9.489e-08,0,0.99054,0.99054,7.061e-18,7.2679e-09,1,1,0,0,1,0,0,4.5871e-06,0,-1.6941e-06,13.963,2.6539,1,0,0,0,4.7445e-05,7.2679e-09,0,0,0,10.467,8.21e+06,0,0.069287,0.44396,0,0.44396,0,0,0.012432,1,0.0068,0,0.0068,0.005
1.0001e+05,0,0.48005,5.2871,2.0221e-08,7.4552e-05,1.4818e-06,2.3026e-05,6.4849e-06,3.7524e-05,0.0069595,0,6.6104e-06,0.0003296,3.8044e-05,8.1409e-09,8.7141e-18,8.5177e-05,1.7669e-14,2.2524e-05,8.0681e-06,2.482e-08,2.4328e-06,0.0002871,1.6387e-09,2.8576e-09,3.8451e-12,1.5706e-08,1.0731e-07,1.3816e-13,2.363e-06,5.68e-08,1.6533e-08,0.0023756,7.1366e-05,0.98328,4.1205e-11,3.0241e-07,9.3276e-08,9.2523e-07,3.3072e-11,8.4585e-06,3.9175e-08,4.5916e-08,1.783e-07,0.99945,1198.3,2.0221e-08,7.4552e-05,1.4818e-06,2.3026e-05,6.4849e-06,3.7524e-05,0.0069595,0,6.6104e-06,0.0003296,3.8044e-05,8.1409e-09,8.7141e-18,8.5177e-05,1.7669e-14,2.2524e-05,8.0681e-06,2.482e-08,2.4328e-06,0.0002871,1.6387e-09,2.8576e-09,3.8451e-12,1.5706e-08,1.0731e-07,1.3816e-13,2.363e-06,5.68e-08,1.6533e-08,0.0023756,7.1366e-05,0.98328,4.1205e-11,3.0241e-07,9.3276e-08,9.2523e-07,3.3072e-11,8.4585e-06,3.9175e-08,4.5916e-08,1.783e-07,0,0.99362,0.99362,3.7343e-21,1.0063e-08,1,1,0,0,1,0,0,5.2464e-06,0,-1.4027e-06,-2.7738,2.7811,1,0,0,0,4.7906e-05,1.0063e-08,0,0,0,11.241,8.21e+06,0,0.048411,0.44107,0,0.44107,0,0,0.0066817,1,0.0069,0,0.0069,0.005
1.0001e+05,0,0.4602,5.2856,2.4279e-08,6.2588e-05,1.2124e-06,2.3916e-05,1.0038e-05,3.2681e-05,0.0034889,0,7.8542e-06,0.00025507,3.0289e-05,1.4454e-08,1.9868e-17,7.0558e-05,2.5253e-14,2.4198e-05,7.6662e-06,2.137e-08,1.9272e-06,0.00026037,1.4504e-09,4.3552e-09,3.3411e-12,1.3868e-08,1.1314e-07,3.4451e-13,2.7315e-06,5.4719e-08,1.7159e-08,0.0017059,5.9596e-05,0.98983,4.5243e-11,4.1092e-07,7.6955e-08,5.9795e-07,2.848e-11,7.5801e-06,5.1454e-08,9.6755e-08,3.1725e-07,0.99958,1201.5,2.4279e-08,6.2588e-05,1.2124e-06,2.3916e-05,1.0038e-05,3.2681e-05,0.0034889,0,7.8542e-06,0.00025507,3.0289e-05,1.4454e-08,1.9868e-17,7.0558e-05,2.5253e-14,2.4198e-05,7.6662e-06,2.137e-08,1.9272e-06,0.00026037,1.4504e-09,4.3552e-09,3.3411e-12,1.3868e-08,1.1314e-07,3.4451e-13,2.7315e-06,5.4719e-08,1.7159e-08,0.0017059,5.9596e-05,0.98983,4.5243e-11,4.1092e-07,7.6955e-08,5.9795e-07,2.848e-11,7.5801e-06,5.1454e-08,9.6755e-08,3.1725e-07,0,0.99588,0.99588,1.6451e-24,1.1612e-08,1,1,0,0,1,0,0,5.2272e-06,0,-1.0868e-06,-4.2258,2.6158,1,0,0,0,4.8155e-05,1.1612e-08,0,0,0,11.642,8.21e+06,0,0.035381,0.44001,0,0.44001,0,0,0.0033427,1,0.007,0,0.007,0.005
1.0001e+05,0,0.4353,5.2726,2.8243e-08,4.9811e-05,9.2583e-07,2.4786e-05,1.298e-05,2.7318e-05,0.0015881,0,8.0154e-06,0.000186,2.3314e-05,2.4513e-08,4.8833e-17,5.1528e-05,3.5025e-14,2.649e-05,7.1727e-06,1.7631e-08,1.6529e-06,0.0002284,1.2115e-09,7.6951e-09,2.6835e-12,1.1606e-08,1.1251e-07,1.1595e-12,3.6268e-06,5.7103e-08,1.6178e-08,0.0012259,4.6968e-05,0.99393,5.0907e-11,4.4908e-07,4.6758e-08,3.3578e-07,2.2528e-11,6.5309e-06,7.4729e-08,2.4926e-07,6.3291e-07,0.99965,1202.5,2.8243e-08,4.9811e-05,9.2583e-07,2.4786e-05,1.298e-05,2.7318e-05,0.0015881,0,8.0154e-06,0.000186,2.3314e-05,2.4513e-08,4.8833e-17,5.1528e-05,3.5025e-14,2.649e-05,7.1727e-06,1.7631e-08,1.6529e-06,0.0002284,1.2115e-09,7.6951e-09,2.6835e-12,1.1606e-08,1.1251e-07,1.1595e-12,3.6268e-06,5.7103e-08,1.6178e-08,0.0012259,4.6968e-05,0.99393,5.0907e-11,4.4908e-07,4.6758e-08,3.3578e-07,2.2528e-11,6.5309e-06,7.4729e-08,2.4926e-07,6.3291e-07,0,0.99746,0.99746,1.8604e-27,1.2249e-08,1,1,0,0,1,0,0,4.966e-06,0,-7.905e-07,3.6064,2.3131,1,0,0,0,4.8283e-05,1.2249e-08,0,0,0,11.677,8.21e+06,0,0.027795,0.43979,0,0.43979,0,0,0.0015194,1,0.0071,0,0.0071,0.005
1.0001e+05,0,0.40707,5.2561,2.9937e-08,3.7725e-05,6.5647e-07,2.5197e-05,1.3353e-05,2.2525e-05,0.00062113,0,7.8015e-06,0.00012802,1.7645e-05,3.667e-08,1.1248e-16,3.2135e-05,4.5182e-14,2.9292e-05,6.5726e-06,1.5701e-08,1.5529e-06,0.00019386,9.2003e-10,2.0165e-08,1.942e-12,8.8962e-09,1.0313e-07,5.1392e-12,5.4677e-06,5.929e-08,1.3869e-08,0.00088952,3.4666e-05,0.99642,5.8612e-11,3.8235e-07,2.0419e-08,1.6783e-07,1.7353e-11,5.5299e-06,1.1651e-07,1.1629e-06,1.8678e-06,0.99966,1202.5,2.9937e-08,3.7725e-05,6.5647e-07,2.5197e-05,1.3353e-05,2.2525e-05,0.00062113,0,7.8015e-06,0.00012802,1.7645e-05,3.667e-08,1.1248e-16,3.2135e-05,4.5182e-14,2.9292e-05,6.5726e-06,1.5701e-08,1.5529e-06,0.00019386,9.2003e-10,2.0165e-08,1.942e-12,8.8962e-09,1.0313e-07,5.1392e-12,5.4677e-06,5.929e-08,1.3869e-08,0.00088952,3.4666e-05,0.99642,5.8612e-11,3.8235e-07,2.0419e-08,1.6783e-07,1.7353e-11,5.5299e-06,1.1651e-07,1.1629e-06,1.8678e-06,0,0.9985,0.9985,6.5772e-28,1.2257e-08,1,1,0,0,1,0,0,5.7575e-06,0,-5.4145e-07,15.103,2.0596,1,0,0,0,4.8347e-05,1.2257e-08,0,0,0,11.387,8.21e+06,0,0.023712,0.4399,0,0.43989,0,0,0.00059374,1,0.0072,0,0.0072,0.005
1.0001e+05,0,0.37706,5.2406,2.4274e-08,2.6055e-05,4.2375e-07,2.3861e-05,9.8413e-06,1.6733e-05,0.00018854,0,7.7594e-06,7.7121e-05,1.0761e-05,3.9007e-08,1.7359e-16,1.651e-05,4.5973e-14,3.1181e-05,5.7935e-06,1.5966e-08,1.4802e-06,0.00015216,5.9429e-10,5.6548e-08,1.2103e-12,5.89e-09,8.0118e-08,1.9569e-11,8.3242e-06,4.9026e-08,1.0391e-08,0.0006536,2.3339e-05,0.99788,6.5023e-11,2.3798e-07,6.4004e-09,7.6598e-08,1.3796e-11,4.5813e-06,1.7771e-07,6.3656e-06,6.073e-06,0.99962,1202,2.4274e-08,2.6055e-05,4.2375e-07,2.3861e-05,9.8413e-06,1.6733e-05,0.00018854,0,7.7594e-06,7.7121e-05,1.0761e-05,3.9007e-08,1.7359e-16,1.651e-05,4.5973e-14,3.1181e-05,5.7935e-06,1.5966e-08,1.4802e-06,0.00015216,5.9429e-10,5.6548e-08,1.2103e-12,5.89e-09,8.0118e-08,1.9569e-11,8.3242e-06,4.9026e-08,1.0391e-08,0.0006536,2.3339e-05,0.99788,6.5023e-11,2.3798e-07,6.4004e-09,7.6598e-08,1.3796e-11,4.5813e-06,1.7771e-07,6.3656e-06,6.073e-06,0,0.99915,0.99915,2.3278e-29,1.1834e-08,1,1,0,0,1,0,0,7.9318e-06,0,-3.5e-07,24.612,1.8481,1,0,0,0,4.8373e-05,1.1834e-08,0,0,0,10.84,8.21e+06,0,0.021696,0.44014,0,0.44014,0,0,0.00018012,1,0.0073,0,0.0073,0.005
1.0001e+05,0,0.34657,5.2283,1.1755e-08,1.5191e-05,2.4463e-07,1.9031e-05,4.5936e-06,9.4469e-06,3.9996e-05,0,6.1152e-06,3.5617e-05,3.8587e-06,2.3671e-08,1.305e-16,6.9205e-06,2.9713e-14,2.822e-05,4.7133e-06,1.4158e-08,1.2002e-06,0.0001016,3.0631e-10,8.1852e-08,6.2793e-13,3.1981e-09,4.5288e-08,3.6265e-11,1.0453e-05,2.6422e-08,6.2372e-09,0.00048038,1.3895e-05,0.99872,6.1977e-11,1.0297e-07,1.6751e-09,3.2642e-08,1.001e-11,3.4909e-06,2.1489e-07,2.1637e-05,1.1247e-05,0.99966,1201.3,1.1755e-08,1.5191e-05,2.4463e-07,1.9031e-05,4.5936e-06,9.4469e-06,3.9996e-05,0,6.1152e-06,3.5617e-05,3.8587e-06,2.3671e-08,1.305e-16,6.9205e-06,2.9713e-14,2.822e-05,4.7133e-06,1.4158e-08,1.2002e-06,0.0001016,3.0631e-10,8.1852e-08,6.2793e-13,3.1981e-09,4.5288e-08,3.6265e-11,1.0453e-05,2.6422e-08,6.2372e-09,0.00048038,1.3895e-05,0.99872,6.1977e-11,1.0297e-07,1.6751e-09,3.2642e-08,1.001e-11,3.4909e-06,2.1489e-07,2.1637e-05,1.1247e-05,0,0.99954,0.99954,1.1573e-31,1.1188e-08,1,1,0,0,1,0,0,7.4468e-06,0,-2.1426e-07,30.783,1.3999,1,0,0,0,4.8373e-05,1.1188e-08,0,0,0,10.114,8.21e+06,0,0.020763,0.44049,0,0.44048,0,0,3.8199e-05,1,0.0074,0,0.0074,0.005
1.0001e+05,0,0.3163,5.22,2.7274e-09,7.3573e-06,1.2766e-07,1.201e-05,1.3113e-06,3.8095e-06,6.3146e-06,0,3.0113e-06,1.1865e-05,6.9383e-07,7.1304e-09,3.9012e-17,2.5141e-06,1.0877e-14,1.9832e-05,3.3741e-06,8.1604e-09,7.2814e-07,5.6048e-05,1.2853e-10,5.6995e-08,2.7807e-13,1.4634e-09,1.6827e-08,3.2559e-11,9.7413e-06,9.1712e-09,2.938e-09,0.00035125,7.3097e-06,0.9992,4.7769e-11,3.204e-08,4.8281e-10,1.3276e-08,5.3789e-12,2.2843e-06,1.8444e-07,4.42e-05,1.1561e-05,0.9998,1200.4,2.7274e-09,7.3573e-06,1.2766e-07,1.201e-05,1.3113e-06,3.8095e-06,6.3146e-06,0,3.0113e-06,1.1865e-05,6.9383e-07,7.1304e-09,3.9012e-17,2.5141e-06,1.0877e-14,1.9832e-05,3.3741e-06,8.1604e-09,7.2814e-07,5.6048e-05,1.2853e-10,5.6995e-08,2.7807e-13,1.4634e-09,1.6827e-08,3.2559e-11,9.7413e-06,9.1712e-09,2.938e-09,0.00035125,7.3097e-06,0.9992,4.7769e-11,3.204e-08,4.8281e-10,1.3276e-08,5.3789e-12,2.2843e-06,1.8444e-07,4.42e-05,1.1561e-05,0,0.99976,0.99976,3.2659e-34,1.0504e-08,1,1,0,0,1,0,0,3.6972e-06,0,-1.2497e-07,36.611,0.78372,1,0,0,0,4.8361e-05,1.0504e-08,0,0,0,9.2895,8.21e+06,0,0.020276,0.44085,0,0.44084,0,0,6.0298e-06,1,0.0075,0,0.0075,0.005
1.0001e+05,0,0.28662,5.2156,3.6598e-10,3.1814e-06,6.1742e-08,6.2495e-06,2.9109e-07,1.2445e-06,8.7232e-07,0,9.7543e-07,3.1592e-06,8.6271e-08,1.2462e-09,4.8334e-18,8.5507e-07,2.6024e-15,1.1126e-05,2.1019e-06,2.9075e-09,3.3635e-07,2.7176e-05,4.9044e-11,2.0989e-08,1.1221e-13,6.2236e-10,4.5263e-09,1.5546e-11,6.9043e-06,2.6273e-09,1.2443e-09,0.00026373,3.4956e-06,0.99947,3.0767e-11,8.0054e-09,1.5468e-10,5.2378e-09,2.1618e-12,1.2852e-06,1.1728e-07,6.385e-05,7.705e-06,0.99992,1199.8,3.6598e-10,3.1814e-06,6.1742e-08,6.2495e-06,2.9109e-07,1.2445e-06,8.7232e-07,0,9.7543e-07,3.1592e-06,8.6271e-08,1.2462e-09,4.8334e-18,8.5507e-07,2.6024e-15,1.1126e-05,2.1019e-06,2.9075e-09,3.3635e-07,2.7176e-05,4.9044e-11,2.0989e-08,1.1221e-13,6.2236e-10,4.5263e-09,1.5546e-11,6.9043e-06,2.6273e-09,1.2443e-09,0.00026373,3.4956e-06,0.99947,3.0767e-11,8.0054e-09,1.5468e-10,5.2378e-09,2.1618e-12,1.2852e-06,1.1728e-07,6.385e-05,7.705e-06,0,0.99988,0.99988,7.4186e-37,9.831e-09,1,1,0,0,1,0,0,9.7722e-07,0,-6.9865e-08,41.013,0.38412,1,0,0,0,4.8351e-05,9.831e-09,0,0,0,8.4392,8.21e+06,0,0.019821,0.4411,0,0.4411,0,0,8.3293e-07,1,0.0076,0,0.0076,0.005
1.0001e+05,0,0.25796,5.2143,3.8198e-11,1.2942e-06,2.8122e-08,2.8927e-06,6.1879e-08,3.6746e-07,1.1389e-07,0,2.517e-07,7.4683e-07,9.7228e-09,1.65e-10,3.5842e-19,2.8047e-07,4.964e-16,5.4363e-06,1.1736e-06,8.0029e-10,1.2996e-07,1.2276e-05,1.8032e-11,5.3536e-09,4.289e-14,2.5745e-10,1.0423e-09,4.9005e-12,4.0274e-06,7.0013e-10,5.33e-10,0.0002115,1.5582e-06,0.99962,1.7534e-11,1.8305e-09,5.1603e-11,2.0154e-09,7.8816e-13,6.5429e-07,6.1605e-08,7.6099e-05,4.0835e-06,0.99996,1199.5,3.8198e-11,1.2942e-06,2.8122e-08,2.8927e-06,6.1879e-08,3.6746e-07,1.1389e-07,0,2.517e-07,7.4683e-07,9.7228e-09,1.65e-10,3.5842e-19,2.8047e-07,4.964e-16,5.4363e-06,1.1736e-06,8.0029e-10,1.2996e-07,1.2276e-05,1.8032e-11,5.3536e-09,4.289e-14,2.5745e-10,1.0423e-09,4.9005e-12,4.0274e-06,7.0013e-10,5.33e-10,0.0002115,1.5582e-06,0.99962,1.7534e-11,1.8305e-09,5.1603e-11,2.0154e-09,7.8816e-13,6.5429e-07,6.1605e-08,7.6099e-05,4.0835e-06,0,0.99994,0.99994,1.5235e-38,9.1561e-09,1,1,0,0,1,0,0,3.3509e-08,0,-3.7655e-08,42.27,0.23942,1,0,0,0,4.8345e-05,9.1561e-09,0,0,0,7.6231,8.21e+06,0,0.019136,0.44124,0,0.44123,0,0,1.0875e-07,1,0.0077,0,0.0077,0.005
1.0001e+05,0,0.23069,5.215,3.6274e-12,5.0501e-07,1.2174e-08,1.24e-06,1.3413e-08,1.0276e-07,1.4448e-08,0,5.783e-08,1.6518e-07,1.1059e-09,1.8982e-11,2.0122e-20,8.9406e-08,8.3772e-17,2.4538e-06,6.0684e-07,1.9993e-10,4.4813e-08,5.3076e-06,6.4738e-12,1.1079e-09,1.5787e-14,1.045e-10,2.3271e-10,1.1985e-12,2.0556e-06,1.7511e-10,2.3535e-10,0.00018287,6.5784e-07,0.99969,9.1749e-12,4.1537e-10,1.758e-11,7.5687e-10,2.8817e-13,3.1342e-07,2.8958e-08,8.2369e-05,1.9181e-06,0.99997,1199.4,3.6274e-12,5.0501e-07,1.2174e-08,1.24e-06,1.3413e-08,1.0276e-07,1.4448e-08,0,5.783e-08,1.6518e-07,1.1059e-09,1.8982e-11,2.0122e-20,8.9406e-08,8.3772e-17,2.4538e-06,6.0684e-07,1.9993e-10,4.4813e-08,5.3076e-06,6.4738e-12,1.1079e-09,1.5787e-14,1.045e-10,2.3271e-10,1.1985e-12,2.0556e-06,1.7511e-10,2.3535e-10,0.00018287,6.5784e-07,0.99969,9.1749e-12,4.1537e-10,1.758e-11,7.5687e-10,2.8817e-13,3.1342e-07,2.8958e-08,8.2369e-05,1.9181e-06,0,0.99997,0.99997,2.0337e-40,8.5006e-09,1,1,0,0,1,0,0,-2.2199e-07,0,-1.963e-08,40.808,0.20009,1,0,0,0,4.8342e-05,8.5006e-09,0,0,0,6.8849,8.21e+06,0,0.018051,0.4413,0,0.44129,0,0,1.3795e-08,1,0.0078,0,0.0078,0.005
1.0001e+05,0,0.20501,5.2163,3.3437e-13,1.9037e-07,5.0403e-09,5.01e-07,2.9713e-09,2.7721e-08,1.8007e-09,0,1.2458e-08,3.5015e-08,1.2943e-10,2.002e-12,9.5767e-22,2.776e-08,1.3099e-17,1.0548e-06,2.9678e-07,4.8896e-11,1.4267e-08,2.222e-06,2.2747e-12,2e-10,5.6369e-15,4.1674e-11,5.5426e-11,2.4986e-13,9.5402e-07,4.1001e-11,1.0511e-10,0.00016803,2.6576e-07,0.99973,4.5055e-12,9.6824e-11,6.0598e-12,2.775e-10,1.0733e-13,1.4418e-07,1.2772e-08,8.5063e-05,8.3891e-07,0.99997,1199.3,3.3437e-13,1.9037e-07,5.0403e-09,5.01e-07,2.9713e-09,2.7721e-08,1.8007e-09,0,1.2458e-08,3.5015e-08,1.2943e-10,2.002e-12,9.5767e-22,2.776e-08,1.3099e-17,1.0548e-06,2.9678e-07,4.8896e-11,1.4267e-08,2.222e-06,2.2747e-12,2e-10,5.6369e-15,4.1674e-11,5.5426e-11,2.4986e-13,9.5402e-07,4.1001e-11,1.0511e-10,0.00016803,2.6576e-07,0.99973,4.5055e-12,9.6824e-11,6.0598e-12,2.775e-10,1.0733e-13,1.4418e-07,1.2772e-08,8.5063e-05,8.3891e-07,0,0.99999,0.99999,2.7746e-43,7.91e-09,1,1,0,0,1,0,0,-2.8847e-07,0,-9.9178e-09,37.659,0.19061,1,0,0,0,4.8341e-05,7.91e-09,0,0,0,6.2519,8.21e+06,0,0.01645,0.44132,0,0.44131,0,0,1.7194e-09,1,0.0079,0,0.0079,0.005
1.0001e+05,0,0.18101,5.2167,3.0512e-14,6.9576e-08,2.0056e-09,1.9274e-07,6.6779e-10,7.2685e-09,2.2168e-10,0,2.577e-09,7.2034e-09,1.5437e-11,1.9819e-13,4.0897e-23,8.4061e-09,1.9356e-18,4.3843e-07,1.3899e-07,1.2149e-11,4.2719e-09,9.0589e-07,7.8285e-13,3.2666e-11,1.9608e-15,1.6336e-11,1.5017e-11,4.6891e-14,4.1253e-07,9.0259e-12,4.6668e-11,0.0001611,1.0347e-07,0.99974,2.105e-12,2.3503e-11,2.0916e-12,9.9386e-11,4.0153e-14,6.4357e-08,5.4271e-09,8.5925e-05,3.4992e-07,0.99997,1199.3,3.0512e-14,6.9576e-08,2.0056e-09,1.9274e-07,6.6779e-10,7.2685e-09,2.2168e-10,0,2.577e-09,7.2034e-09,1.5437e-11,1.9819e-13,4.0897e-23,8.4061e-09,1.9356e-18,4.3843e-07,1.3899e-07,1.2149e-11,4.2719e-09,9.0589e-07,7.8285e-13,3.2666e-11,1.9608e-15,1.6336e-11,1.5017e-11,4.6891e-14,4.1253e-07,9.0259e-12,4.6668e-11,0.0001611,1.0347e-07,0.99974,2.105e-12,2.3503e-11,2.0916e-12,9.9386e-11,4.0153e-14,6.4357e-08,5.4271e-09,8.5925e-05,3.4992e-07,0,0.99999,0.99999,0,7.4298e-09,1,1,0,0,1,0,0,-3.0661e-07,0,-4.8804e-09,33.754,0.18842,1,0,0,0,4.8341e-05,7.4298e-09,0,0,0,5.7369,8.21e+06,0,0.014235,0.44133,0,0.44132,0,0,2.1167e-10,1,0.008,0,0.008,0.005
1.0001e+05,0,0.15866,5.2145,2.7612e-15,2.4716e-08,7.7015e-10,7.113e-08,1.5156e-10,1.8592e-09,2.7017e-11,0,5.1796e-10,1.4476e-09,1.8535e-12,1.8678e-14,1.6173e-24,2.4847e-09,2.7253e-19,1.7757e-07,6.2823e-08,3.1202e-12,1.2164e-09,3.6085e-07,2.6406e-13,4.9304e-12,6.6626e-16,6.2991e-12,4.6677e-12,8.1811e-15,1.6895e-07,1.882e-12,2.0419e-11,0.00015933,3.9025e-08,0.99975,9.4446e-13,5.9664e-12,7.1671e-13,3.4804e-11,1.4872e-14,2.8035e-08,2.2529e-09,8.5988e-05,1.4098e-07,0.99997,1199.3,2.7612e-15,2.4716e-08,7.7015e-10,7.113e-08,1.5156e-10,1.8592e-09,2.7017e-11,0,5.1796e-10,1.4476e-09,1.8535e-12,1.8678e-14,1.6173e-24,2.4847e-09,2.7253e-19,1.7757e-07,6.2823e-08,3.1202e-12,1.2164e-09,3.6085e-07,2.6406e-13,4.9304e-12,6.6626e-16,6.2991e-12,4.6677e-12,8.1811e-15,1.6895e-07,1.882e-12,2.0419e-11,0.00015933,3.9025e-08,0.99975,9.4446e-13,5.9664e-12,7.1671e-13,3.4804e-11,1.4872e-14,2.8035e-08,2.2529e-09,8.5988e-05,1.4098e-07,0,1,1,0,7.1071e-09,1,1,0,0,1,0,0,-3.1198e-07,0,-2.3812e-09,29.768,0.1879,1,0,0,0,4.8341e-05,7.1071e-09,0,0,0,5.341,8.21e+06,0,0.011312,0.44133,0,0.44133,0,0,2.5797e-11,1,0.0081,0,0.0081,0.005
1.0001e+05,0,0.13788,5.208,2.4728e-16,8.5553e-09,2.8649e-10,2.5336e-08,3.4679e-11,4.6498e-10,3.2625e-12,0,1.0184e-10,2.8527e-10,2.223e-13,1.6956e-15,6.0494e-26,7.1771e-10,3.6724e-20,7.0408e-08,2.7557e-08,8.3265e-13,3.3179e-10,1.408e-07,8.7395e-14,6.977e-13,2.2163e-16,2.3916e-12,1.5997e-12,1.3535e-15,6.6319e-08,3.7463e-13,8.7812e-12,0.00016235,1.432e-08,0.99975,4.0979e-13,1.5813e-12,2.4264e-13,1.1933e-11,5.4138e-15,1.1964e-08,9.204e-10,8.5823e-05,5.5291e-08,0.99997,1199.3,2.4728e-16,8.5553e-09,2.8649e-10,2.5336e-08,3.4679e-11,4.6498e-10,3.2625e-12,0,1.0184e-10,2.8527e-10,2.223e-13,1.6956e-15,6.0494e-26,7.1771e-10,3.6724e-20,7.0408e-08,2.7557e-08,8.3265e-13,3.3179e-10,1.408e-07,8.7395e-14,6.977e-13,2.2163e-16,2.3916e-12,1.5997e-12,1.3535e-15,6.6319e-08,3.7463e-13,8.7812e-12,0.00016235,1.432e-08,0.99975,4.0979e-13,1.5813e-12,2.4264e-13,1.1933e-11,5.4138e-15,1.1964e-08,9.204e-10,8.5823e-05,5.5291e-08,0,1,1,0,6.9966e-09,1,1,0,0,1,0,0,-3.1366e-07,0,-1.2281e-09,26.064,0.18774,1,0,0,0,4.8341e-05,6.9966e-09,0,0,0,5.0571,8.21e+06,0,0.0075799,0.44133,0,0.44133,0,0,3.1151e-12,1,0.0082,0,0.0082,0.005
1e+05,0,0.11858,5.1952,2.187e-17,2.8929e-09,1.0361e-10,8.7546e-09,7.994e-12,1.139e-10,3.901e-13,0,1.967e-11,5.5215e-11,2.65e-14,1.4965e-16,2.1709e-27,2.0284e-10,4.7491e-21,2.7419e-08,1.1783e-08,2.3045e-13,8.7184e-11,5.3941e-08,2.8417e-14,9.355e-14,7.231e-17,8.9525e-13,5.7581e-13,2.1499e-16,2.5186e-08,7.1692e-14,3.7131e-12,0.00017189,5.131e-09,0.99974,1.729e-13,4.3513e-13,8.1015e-14,4.0116e-12,1.9329e-15,5.0174e-09,3.7158e-10,8.5744e-05,2.1216e-08,0.99997,1199.3,2.187e-17,2.8929e-09,1.0361e-10,8.7546e-09,7.994e-12,1.139e-10,3.901e-13,0,1.967e-11,5.5215e-11,2.65e-14,1.4965e-16,2.1709e-27,2.0284e-10,4.7491e-21,2.7419e-08,1.1783e-08,2.3045e-13,8.7184e-11,5.3941e-08,2.8417e-14,9.355e-14,7.231e-17,8.9525e-13,5.7581e-13,2.1499e-16,2.5186e-08,7.1692e-14,3.7131e-12,0.00017189,5.131e-09,0.99974,1.729e-13,4.3513e-13,8.1015e-14,4.0116e-12,1.9329e-15,5.0174e-09,3.7158e-10,8.5744e-05,2.1216e-08,0,1,1,0,7.1614e-09,1,1,0,0,1,0,0,-3.1415e-07,0,-7.9336e-10,22.814,0.18765,1,0,0,0,4.834e-05,7.1614e-09,0,0,0,4.8731,8.21e+06,0,0.0029263,0.44133,0,0.44133,0,0,3.7247e-13,1,0.0083,0,0.0083,0.005
